# рамки РУССКИХ строк свода после правки переписи (заполнители домов + падеж имени)
# мир	масса	рамка
pronouns	2	у @ было # ※. он ※ # из них. сколько ※ осталось у @? # − # = #.
pronouns	2	@ и @ получили # ※. они потратили # из них. сколько ※ осталось у @ и @? # − # = #.
pronouns	2	у @ и @ было # ※. они потеряли # из них. у @ и @ осталось # ※.
pronouns	2	@ получил # ※. потом он потратил # из них. у @ осталось # ※.
pronouns	2	@ купила # ※. она продала # из них. у @ осталось # ※.
pronouns	2	у @ было # ※. потом он использовал # из них. сколько ※ у @? # − # = #.
pronouns	2	у @ было # ※. она потеряла # из них. сколько ※ у @? # − # = #.
pronouns	1	у @ было # ※. она использовала # из них. у @ осталось # ※.
pronouns	1	@ купил # ※. потом он ※ # из них. сколько ※ у @? # − # = #.
pronouns	1	@ нашла # ※. она потеряла # из них. сколько ※ у @? # − # = #.
pronouns	1	у @ и @ было # ※. они съели # из них. сколько ※ осталось у @ и @? # − # = #.
pronouns	1	@ собрал # ※. потом он ※ # из них. сколько ※ у @? # − # = #.
pronouns	1	@ нашла # ※. она нашла ещё #. сколько ※ у @? # + # = #.
pronouns	1	@ и @ купили # ※. они купили ещё #. сколько ※ у @ и @? # + # = #.
pronouns	1	@ и @ нашли # ※. они потеряли # из них. у @ и @ осталось # ※.
pronouns	1	у @ было # ※. потом он ※ # из них. у @ осталось # ※.
pronouns	1	@ собрала # ※. она потеряла # из них. у @ осталось # ※.
pronouns	1	@ и @ нашли # ※. они нашли ещё #. у @ и @ стало # ※.
pronouns	1	@ купил # ※. потом он купил ещё #. у @ стало # ※.
proof	40	если n чётно, то n в квадрате чётно: # чётно и # чётно.
proof	40	если # чётно, чётно ли #? нет: # чётно, а # нечётно.
proof	40	основание и ※ вместе дают всё натуральное.
proof	40	если # чётно, чётно ли #? да: если n чётно, то n в квадрате чётно: # чётно и # чётно.
proof	40	если верно для n = #, верно ли для n = #? если верно для n = #, то верно и для n = #: # + # = #.
proof	40	если верно для n = #, то верно и для n = #: # + # = #.
proof	40	одно свидетельство убивает всеобщее утверждение.
proof	40	чётного простого между # и # нет: у всякого чётного там есть делитель #, кроме # и самого себя.
proof	40	если # чётно, чётно ли #? да: # чётно и # = # × #, что чётно.
proof	29	всякое целое чётно или нечётно; # нечётно.
proof	29	чётно или нечётно #? нечётно: # = # × # + #.
proof	21	положительно ли #? да: # > #.
proof	20	※ ли # нуля? нет: # < #.
proof	20	※ ли # нуля? да: # > #.
proof	12	положительно ли #? нет: # < #.
proof	11	всякое целое чётно или нечётно; # чётно.
proof	11	чётно или нечётно #? чётно: # = # × #.
proof	7	положительно ли #? нет: # не ※ #.
rates	30	у него было # ※, он потратил # ※; у него осталось # ※.
rates	30	# ※ # ※ — это # ※.
rates	25	# ※ — это # ※.
rates	25	※ стоит # ※, а ※ стоит # ※; вместе они стоят # ※.
rates	20	# ※ составляют ※.
rates	15	※ стоит # ※; # ※ стоят # ※.
rates	15	※ стоит # ※. сколько стоят # ※? # ※ стоят # ※: # × # = #.
rates	8	водитель зарабатывает # ※ в ※; за # ※ водитель зарабатывает # ※.
rates	8	водитель зарабатывает # ※ в ※. сколько ※ водитель зарабатывает за # ※? за # ※ водитель зарабатывает # ※: # × # = #.
rates	8	водитель зарабатывает # ※ в ※.
rates	6	рабочий зарабатывает # ※ в ※. сколько ※ рабочий зарабатывает за # ※? за # ※ рабочий зарабатывает # ※: # × # = #.
rates	6	рабочий зарабатывает # ※ в ※.
rates	6	рабочий зарабатывает # ※ в ※; за # ※ рабочий зарабатывает # ※.
rates	6	пекарь зарабатывает # ※ в ※.
rates	6	пекарь зарабатывает # ※ в ※. сколько ※ пекарь зарабатывает за # ※? за # ※ пекарь зарабатывает # ※: # × # = #.
rates	6	пекарь зарабатывает # ※ в ※; за # ※ пекарь зарабатывает # ※.
rates	5	# ※ составляют неделю.
rates	5	в часе # ※.
rates	5	в дне # ※.
rates	5	в неделе # ※.
rates	5	в годе # ※.
rates	5	в рубле # ※.
rates	5	сколько ※ в # неделях? # ※ — это # ※.
rates	5	сколько ※ в # годах? # ※ — это # ※.
rates	5	сколько ※ в # часах? # ※ — это # ※.
rates	5	сколько ※ в # днях? # ※ — это # ※.
rates	5	сколько ※ в # рублях? # ※ — это # ※.
rates	2	пекарь зарабатывает # ※ в минуту. сколько ※ пекарь зарабатывает за # ※? за # ※ пекарь зарабатывает # ※: # × # = #.
rates	2	пекарь зарабатывает # ※ в минуту.
rates	2	пекарь зарабатывает # ※ в минуту; за # ※ пекарь зарабатывает # ※.
rates	2	рабочий зарабатывает # ※ в минуту; за # ※ рабочий зарабатывает # ※.
rates	2	рабочий зарабатывает # ※ в минуту. сколько ※ рабочий зарабатывает за # ※? за # ※ рабочий зарабатывает # ※: # × # = #.
rates	2	рабочий зарабатывает # ※ в минуту.
rates	1	водитель зарабатывает # ※ в минуту.
rates	1	водитель зарабатывает # ※ в минуту; за # ※ водитель зарабатывает # ※.
rates	1	водитель зарабатывает # ※ в минуту. сколько ※ водитель зарабатывает за # ※? за # ※ водитель зарабатывает # ※: # × # = #.
relation	35	※ # и # стоят в одном классе по модулю #.
relation	35	※ # стоит в классе остатка # по модулю #.
relation	35	※ # и # стоят в разных классах по модулю #: остатки # и #.
relation	20	путь от корня до ※ ※ имеет длину #.
relation	20	уровень ※ ※ равен #.
relation	20	класс остатка # по модулю # среди ※ от # до # содержит # ※: #, #, #.
relation	15	※ ※ содержит # ※.
relation	15	класс остатка # по модулю # среди ※ от # до # содержит # ※: #, #, #, #.
relation	11	в дереве родов ※ ※ лежит в узле ※.
relation	10	родителем ※ ※ является ※ ※.
relation	10	классы остатка по модулю # среди ※ от # до # не пересекаются и вместе дают все # ※.
relation	10	※ от # до # разбиваются по остатку по модулю # ※# класса.
relation	10	на числах от # до # отношение «тот же остаток по модулю #» есть эквивалентность: оно рефлексивно, симметрично и транзитивно.
relation	10	в порядке «делит» на множестве {#, #, #, #, #, #, #} ※ # максимален: ни # ※ не стоит выше него.
relation	10	в каком классе по модулю # стоит ※ #? ※ # стоит в классе остатка # по модулю #.
relation	5	※ ※ есть корень ※ родов: он не лежит ни в одном узле.
relation	5	родителем ※ body является ※ ※.
relation	5	※ measure содержит # ※.
relation	5	путь от корня до ※ liquid таков: ※ / body / liquid.
relation	5	путь от корня до ※ digit таков: ※ / ※ / digit.
relation	5	путь от корня до ※ ※ таков: ※ / ※ / ※.
relation	5	путь от корня до ※ size таков: ※ / measure / size.
relation	5	путь от корня до ※ weight таков: ※ / measure / weight.
relation	5	уровень ※ metal равен #.
relation	5	уровень ※ water равен #.
relation	5	уровень ※ oil равен #.
relation	5	уровень ※ flint равен #.
relation	5	уровень ※ chalk равен #.
relation	5	уровень ※ iron равен #.
relation	5	уровень ※ tin равен #.
relation	5	в дереве родов ※ body лежит в узле ※.
relation	5	путь от корня до ※ solid таков: ※ / body / solid.
relation	5	путь от корня до ※ liquid имеет длину #.
relation	5	путь от корня до ※ digit имеет длину #.
relation	5	путь от корня до ※ size имеет длину #.
relation	5	путь от корня до ※ weight имеет длину #.
relation	5	родителем ※ metal является ※ solid.
relation	5	родителем ※ water является ※ liquid.
relation	5	родителем ※ oil является ※ liquid.
relation	5	родителем ※ flint является ※ ※.
relation	5	родителем ※ chalk является ※ ※.
relation	5	родителем ※ iron является ※ metal.
relation	5	родителем ※ tin является ※ metal.
relation	5	※ body содержит # ※.
relation	5	путь от корня до ※ measure таков: ※ / measure.
relation	5	путь от корня до ※ solid имеет длину #.
relation	5	уровень ※ liquid равен #.
relation	5	уровень ※ digit равен #.
relation	5	уровень ※ size равен #.
relation	5	уровень ※ weight равен #.
relation	5	родителем ※ ※ является ※ solid.
relation	5	※ родов есть структура из # уровней: от уровня # до уровня #.
relation	5	путь от корня до ※ ※ таков: ※ / ※.
relation	5	путь от корня до ※ measure имеет длину #.
relation	5	уровень ※ solid равен #.
relation	5	родителем ※ liquid является ※ body.
relation	5	родителем ※ digit является ※ ※.
relation	5	родителем ※ size является ※ measure.
relation	5	родителем ※ weight является ※ measure.
relation	5	※ metal содержит # ※.
relation	5	※ water есть лист ※ родов: он не содержит ни # ※.
relation	5	※ oil есть лист ※ родов: он не содержит ни # ※.
relation	5	※ flint есть лист ※ родов: он не содержит ни # ※.
relation	5	※ chalk есть лист ※ родов: он не содержит ни # ※.
relation	5	※ iron есть лист ※ родов: он не содержит ни # ※.
relation	5	※ tin есть лист ※ родов: он не содержит ни # ※.
relation	5	※ родов есть иерархия из # ※ и # ※: каждый ※, кроме корня, лежит ровно в одном узле.
relation	5	путь от корня до ※ ※ таков: ※.
relation	5	путь от корня до ※ body таков: ※ / body.
relation	5	уровень ※ measure равен #.
relation	5	родителем ※ solid является ※ body.
relation	5	в дереве родов ※ digit лежит в узле ※.
relation	5	путь от корня до ※ body имеет длину #.
relation	5	родителем ※ measure является ※ ※.
relation	5	※ liquid содержит # ※.
relation	5	※ digit есть лист ※ родов: он не содержит ни # ※.
relation	5	※ ※ есть лист ※ родов: он не содержит ни # ※.
relation	5	※ size есть лист ※ родов: он не содержит ни # ※.
relation	5	※ weight есть лист ※ родов: он не содержит ни # ※.
relation	5	путь от корня до ※ metal таков: ※ / body / solid / metal.
relation	5	путь от корня до ※ water таков: ※ / body / liquid / water.
relation	5	путь от корня до ※ oil таков: ※ / body / liquid / oil.
relation	5	путь от корня до ※ flint таков: ※ / body / solid / ※ / flint.
relation	5	путь от корня до ※ chalk таков: ※ / body / solid / ※ / chalk.
relation	5	путь от корня до ※ iron таков: ※ / body / solid / metal / iron.
relation	5	путь от корня до ※ tin таков: ※ / body / solid / metal / tin.
relation	5	уровень ※ body равен #.
relation	5	в дереве родов ※ measure лежит в узле ※.
relation	5	※ solid содержит # ※.
relation	5	путь от корня до ※ ※ таков: ※ / body / solid / ※.
relation	5	путь от корня до ※ metal имеет длину #.
relation	5	путь от корня до ※ water имеет длину #.
relation	5	путь от корня до ※ oil имеет длину #.
relation	5	путь от корня до ※ flint имеет длину #.
relation	5	путь от корня до ※ chalk имеет длину #.
relation	5	путь от корня до ※ iron имеет длину #.
relation	5	путь от корня до ※ tin имеет длину #.
relation	5	на множестве {#, #, #, #} отношение «не ※» транзитивно: если a относится к b и b относится к c, то a относится к c.
relation	5	на множестве {#, #, #, #} отношение «та же чётность» симметрично: если a относится к b, то b относится к a.
relation	5	на множестве {#, #, #, #} отношение «сосед» не рефлексивно: # не относится к самому себе.
relation	5	на множестве {#, #, #, #} пара (·) не стоит в отношении «делит».
relation	5	на множестве {#, #, #, #} пара (·) стоит в отношении «не ※».
relation	5	на множестве {#, #, #, #} отношение «та же чётность» содержит # пар из #.
relation	5	на множестве {#, #, #, #} отношение «сосед» не транзитивно: # относится к # и # относится к #, но # не относится к #.
relation	5	на множестве {#, #, #, #} отношение «различно» симметрично: если a относится к b, то b относится к a.
relation	5	на множестве {#, #, #, #} отношение «равно» рефлексивно: каждый ※ относится к самому себе.
relation	5	на множестве {#, #, #, #} пара (·) не стоит в отношении «та же чётность».
relation	5	на множестве {#, #, #, #} пара (·) стоит в отношении «сосед».
relation	5	на множестве {#, #, #, #} отношение «различно» содержит # пар из #.
relation	5	на множестве {#, #, #, #} отношение «равно» транзитивно: если a относится к b и b относится к c, то a относится к c.
relation	5	на множестве {#, #, #, #} отношение «следующий» не симметрично: # относится к #, но # не относится к #.
relation	5	на множестве {#, #, #, #} отношение «делит» рефлексивно: каждый ※ относится к самому себе.
relation	5	на множестве {#, #, #, #} пара (·) не стоит в отношении «различно».
relation	5	на множестве {#, #, #, #} пара (·) стоит в отношении «равно».
relation	5	на множестве {#, #, #, #} отношение «следующий» содержит # пары из #.
relation	5	на множестве {#, #, #, #} отношение «делит» транзитивно: если a относится к b и b относится к c, то a относится к c.
relation	5	на множестве {#, #, #, #} отношение «не ※» не симметрично: # относится к #, но # не относится к #.
relation	5	на множестве {#, #, #, #} отношение «та же чётность» рефлексивно: каждый ※ относится к самому себе.
relation	5	на множестве {#, #, #, #} пара (·) не стоит в отношении «следующий».
relation	5	на множестве {#, #, #, #} пара (·) стоит в отношении «делит».
relation	5	на множестве {#, #, #, #} отношение «не ※» содержит # пар из #.
relation	5	на множестве {#, #, #, #} отношение «та же чётность» транзитивно: если a относится к b и b относится к c, то a относится к c.
relation	5	на множестве {#, #, #, #} отношение «сосед» симметрично: если a относится к b, то b относится к a.
relation	5	на множестве {#, #, #, #} отношение «различно» не рефлексивно: # не относится к самому себе.
relation	5	на множестве {#, #, #, #} пара (·) не стоит в отношении «не ※».
relation	5	на множестве {#, #, #, #} пара (·) стоит в отношении «та же чётность».
relation	5	на множестве {#, #, #, #} отношение «сосед» содержит # пар из #.
relation	5	на множестве {#, #, #, #} отношение «различно» не транзитивно: # относится к # и # относится к #, но # не относится к #.
relation	5	на множестве {#, #, #, #} отношение «равно» симметрично: если a относится к b, то b относится к a.
relation	5	на множестве {#, #, #, #} отношение «следующий» не рефлексивно: # не относится к самому себе.
relation	5	на множестве {#, #, #, #} пара (·) не стоит в отношении «сосед».
relation	5	на множестве {#, #, #, #} пара (·) стоит в отношении «различно».
relation	5	на множестве {#, #, #, #} отношение «равно» содержит # пары из #.
relation	5	на множестве {#, #, #, #} отношение «следующий» не транзитивно: # относится к # и # относится к #, но # не относится к #.
relation	5	на множестве {#, #, #, #} отношение «делит» не симметрично: # относится к #, но # не относится к #.
relation	5	на множестве {#, #, #, #} отношение «не ※» рефлексивно: каждый ※ относится к самому себе.
relation	5	на множестве {#, #, #, #} пара (·) не стоит в отношении «равно».
relation	5	на множестве {#, #, #, #} пара (·) стоит в отношении «следующий».
relation	5	на множестве {#, #, #, #} отношение «делит» содержит # пар из #.
relation	5	транзитивное замыкание отношения «та же чётность» на множестве {#, #, #, #} есть само отношение: оно уже транзитивно.
relation	5	пара (·) не стоит в отношении «различно», но стоит в его транзитивном замыкании: цепь # - # - #.
relation	5	транзитивное замыкание отношения «следующий» на множестве {#, #, #, #} содержит # пар, само отношение — #.
relation	5	транзитивное замыкание отношения «не ※» на множестве {#, #, #, #} есть само отношение: оно уже транзитивно.
relation	5	транзитивное замыкание отношения «делит» на множестве {#, #, #, #} есть само отношение: оно уже транзитивно.
relation	5	транзитивное замыкание отношения «равно» на множестве {#, #, #, #} есть само отношение: оно уже транзитивно.
relation	5	транзитивное замыкание отношения «различно» на множестве {#, #, #, #} содержит # пар, само отношение — #.
relation	5	транзитивное замыкание отношения «сосед» на множестве {#, #, #, #} содержит # пар, само отношение — #.
relation	5	соответствие «номер в обходе» на узлах ※ родов взаимно-однозначно: # ※ и # ※.
relation	5	в соответствии «остаток по модулю #» ※ # переходит в ※ #.
relation	5	соответствие «уровень» на узлах ※ родов не взаимно-однозначно: ※ body и ※ переходят в одно и то же ※ #.
relation	5	соответствие «квадрат» на множестве {#, #, #, #} взаимно-однозначно: # ※ и # ※.
relation	5	соответствие «имя по-русски» на узлах ※ родов взаимно-однозначно: # ※ и # ※.
relation	5	в соответствии «квадрат» ※ # переходит в ※ #, а ※ # возвращается в ※ #.
relation	5	соответствие «остаток по модулю #» на числах от # до # не взаимно-однозначно: ※ # и # переходят в одно и то же ※ #.
relation	5	в порядке «не ※» на множестве {#, #, #, #} цепь # - # - # - # имеет длину #: каждый ※ стоит ниже следующего.
relation	5	в порядке «делит» на множестве {#, #, #, #, #, #, #} наибольшего ※ нет: # и # несравнимы.
relation	5	в порядке «делит» на множестве {#, #, #, #, #, #, #} ※ # стоит ниже ※ #.
relation	5	※ «не ※» на множестве {#, #, #, #} линеен: всякие # ※ сравнимы.
relation	5	в порядке «делит» на множестве {#, #, #, #, #, #, #} наименьший ※ есть #: он стоит ниже каждого ※.
relation	5	в порядке «не ※» на множестве {#, #, #, #} ※ # максимален: ни # ※ не стоит выше него.
relation	5	в порядке «не ※» на множестве {#, #, #, #} ※ # стоит ниже ※ #.
relation	5	в порядке «делит» на множестве {#, #, #, #, #, #, #} цепь # - # - # - # имеет длину #: каждый ※ стоит ниже следующего.
relation	5	в порядке «не ※» на множестве {#, #, #, #} наибольший ※ есть #: каждый ※ стоит ниже него.
relation	5	※ «делит» на множестве {#, #, #, #, #, #, #} не линеен: ※ # и # несравнимы.
relation	5	в порядке «не ※» на множестве {#, #, #, #} наименьший ※ есть #: он стоит ниже каждого ※.
relation	5	в порядке «делит» на множестве {#, #, #, #, #, #, #} ※ # и # несравнимы: ни # не стоит ниже другого.
relation	5	в объявленном графе ※ A достигает # ※.
relation	5	в объявленном графе есть связь из A в E: путь A - C - E длины #.
relation	5	в объявленном графе ※ B достигает # ※.
relation	5	в объявленном графе кратчайший путь из B в @ имеет длину #.
relation	5	в объявленном графе есть связь из C в D: путь C - D длины #.
relation	5	в объявленном графе есть ※ из D в @.
relation	5	в объявленном графе есть связь из D в @: путь D - @ длины #.
relation	5	в объявленном графе нет пути из E в B: обход из E достигает # ※, и B среди них нет.
relation	5	в объявленном графе ※ @ достигает # ※.
relation	5	в объявленном графе есть ※ из G в A.
relation	5	в объявленном графе есть связь из G в C: путь G - A - C длины #.
relation	5	в объявленном графе кратчайший путь из G в @ имеет длину #.
relation	5	в объявленном графе есть связь из A в C: путь A - C длины #.
relation	5	в объявленном графе кратчайший путь из A в @ имеет длину #.
relation	5	в объявленном графе есть связь из B в D: путь B - D длины #.
relation	5	в объявленном графе кратчайший путь из C в E имеет длину #.
relation	5	в объявленном графе нет пути из D в A: обход из D достигает # ※, и A среди них нет.
relation	5	в объявленном графе есть ※ из E в @.
relation	5	в объявленном графе есть связь из E в @: путь E - @ длины #.
relation	5	в объявленном графе нет пути из @ в C: из ※ @ не ведёт ни # ※.
relation	5	в объявленном графе есть связь из G в A: путь G - A длины #.
relation	5	в объявленном графе кратчайший путь из G в D имеет длину #.
relation	5	в объявленном графе кратчайший путь из A в D имеет длину #.
relation	5	в объявленном графе есть связь из B в @: путь B - D - @ длины #.
relation	5	в объявленном графе нет пути из C в B: обход из C достигает # ※, и B среди них нет.
relation	5	в объявленном графе нет пути из C в G: обход из C достигает # ※, и G среди них нет.
relation	5	в объявленном графе нет пути из D в E: обход из D достигает # ※, и E среди них нет.
relation	5	в объявленном графе нет пути из E в A: обход из E достигает # ※, и A среди них нет.
relation	5	в объявленном графе нет пути из @ в G: из ※ @ не ведёт ни # ※.
relation	5	в объявленном графе кратчайший путь из G в B имеет длину #.
relation	5	в объявленном графе есть связь из G в @: путь G - A - B - D - @ длины #.
relation	5	в объявленном графе кратчайший путь из A в B имеет длину #.
relation	5	в объявленном графе есть связь из A в @: путь A - B - D - @ длины #.
relation	5	в объявленном графе нет пути из B в C: обход из B достигает # ※, и C среди них нет.
relation	5	в объявленном графе есть связь из C в E: путь C - E длины #.
relation	5	в объявленном графе ※ D достигает # ※.
relation	5	в объявленном графе нет пути из D в G: обход из D достигает # ※, и G среди них нет.
relation	5	в объявленном графе нет пути из E в D: обход из E достигает # ※, и D среди них нет.
relation	5	в объявленном графе нет пути из @ в B: из ※ @ не ведёт ни # ※.
relation	5	в объявленном графе ※ G достигает # ※.
relation	5	в объявленном графе есть связь из G в D: путь G - A - B - D длины #.
relation	5	в объявленном графе есть связь из A в D: путь A - B - D длины #.
relation	5	в объявленном графе есть ※ из B в D.
relation	5	в объявленном графе нет пути из B в E: обход из B достигает # ※, и E среди них нет.
relation	5	в объявленном графе нет пути из C в A: обход из C достигает # ※, и A среди них нет.
relation	5	в объявленном графе кратчайший путь из C в @ имеет длину #.
relation	5	в объявленном графе нет пути из D в C: обход из D достигает # ※, и C среди них нет.
relation	5	в объявленном графе ※ E достигает # ※.
relation	5	в объявленном графе нет пути из E в G: обход из E достигает # ※, и G среди них нет.
relation	5	в объявленном графе нет пути из @ в E: из ※ @ не ведёт ни # ※.
relation	5	в объявленном графе есть связь из G в B: путь G - A - B длины #.
relation	5	в объявленном графе кратчайший путь из G в E имеет длину #.
relation	5	в объявленном графе есть связь из A в B: путь A - B длины #.
relation	5	в объявленном графе кратчайший путь из A в E имеет длину #.
relation	5	в объявленном графе нет пути из B в A: обход из B достигает # ※, и A среди них нет.
relation	5	в объявленном графе нет пути из B в G: обход из B достигает # ※, и G среди них нет.
relation	5	в объявленном графе кратчайший путь из C в D имеет длину #.
relation	5	в объявленном графе кратчайший путь из D в @ имеет длину #.
relation	5	в объявленном графе нет пути из E в C: обход из E достигает # ※, и C среди них нет.
relation	5	в объявленном графе нет пути из @ в A: из ※ @ не ведёт ни # ※.
relation	5	в объявленном графе кратчайший путь из G в C имеет длину #.
relation	5	объявленный граф есть структура из # ※ и # ※.
relation	5	в объявленном графе кратчайший путь из A в C имеет длину #.
relation	5	в объявленном графе нет пути из A в G: обход из A достигает # ※, и G среди них нет.
relation	5	в объявленном графе кратчайший путь из B в D имеет длину #.
relation	5	в объявленном графе ※ C достигает # ※.
relation	5	в объявленном графе есть связь из C в @: путь C - D - @ длины #.
relation	5	в объявленном графе нет пути из D в B: обход из D достигает # ※, и B среди них нет.
relation	5	в объявленном графе кратчайший путь из E в @ имеет длину #.
relation	5	в объявленном графе нет пути из @ в D: из ※ @ не ведёт ни # ※.
relation	5	в объявленном графе кратчайший путь из G в A имеет длину #.
relation	5	в объявленном графе есть связь из G в E: путь G - A - C - E длины #.
relation	5	в пространстве объявленного графа расстояние между A и B не ※ расстояния через D: # против # плюс #.
relation	5	в пространстве объявленного графа расстояние между D и E равно #.
relation	5	в пространстве объявленного графа расстояние между @ и G равно расстоянию между G и @: расстояние симметрично.
relation	5	в пространстве объявленного графа расстояние между A и B равно расстоянию между B и A: расстояние симметрично.
relation	5	в пространстве объявленного графа расстояние между C и D не ※ расстояния через @: # против # плюс #.
relation	5	в пространстве объявленного графа расстояние между @ и G равно #.
relation	5	в пространстве объявленного графа расстояние между A и B равно #.
relation	5	в пространстве объявленного графа расстояние между C и D равно расстоянию между D и C: расстояние симметрично.
relation	5	в пространстве объявленного графа расстояние между E и @ не ※ расстояния через A: # против # плюс #.
relation	5	※ объявленного графа с этим расстоянием образуют пространство: расстояние симметрично, обращается в # только между узлом и им самим и никогда не превышает суммы через третий ※.
relation	5	в пространстве объявленного графа расстояние между C и D равно #.
relation	5	в пространстве объявленного графа расстояние между E и @ равно расстоянию между @ и E: расстояние симметрично.
relation	5	в пространстве объявленного графа расстояние между G и A не ※ расстояния через C: # против # плюс #.
relation	5	в пространстве объявленного графа расстояние между B и C не ※ расстояния через E: # против # плюс #.
relation	5	в пространстве объявленного графа расстояние между E и @ равно #.
relation	5	в пространстве объявленного графа расстояние между G и A равно расстоянию между A и G: расстояние симметрично.
relation	5	в пространстве объявленного графа расстояние между B и C равно расстоянию между C и B: расстояние симметрично.
relation	5	в пространстве объявленного графа расстояние между D и E не ※ расстояния через G: # против # плюс #.
relation	5	в пространстве объявленного графа расстояние между G и A равно #.
relation	5	в пространстве объявленного графа расстояние между B и C равно #.
relation	5	в пространстве объявленного графа расстояние между D и E равно расстоянию между E и D: расстояние симметрично.
relation	5	в пространстве объявленного графа расстояние между @ и G не ※ расстояния через B: # против # плюс #.
relation	4	пара (·) не стоит в отношении «сосед», но стоит в его транзитивном замыкании: цепь # - # - #.
relation	3	в дереве родов ※ measure содержит ※ size.
relation	3	в дереве родов ※ ※ содержит ※ digit.
relation	3	в дереве родов ※ ※ не содержит ※ body: ※ body лежит в узле ※.
relation	3	в дереве родов ※ flint лежит в узле ※.
relation	3	в дереве родов ※ chalk лежит в узле ※.
relation	3	в дереве родов ※ liquid лежит в узле body.
relation	3	в дереве родов ※ size лежит в узле measure.
relation	3	в дереве родов ※ weight лежит в узле measure.
relation	3	в дереве родов ※ metal содержит ※ iron.
relation	3	в дереве родов ※ solid лежит в узле body.
relation	3	в дереве родов ※ ※ содержит ※ flint.
relation	3	в дереве родов ※ liquid содержит ※ water.
relation	3	пара (·) не стоит в отношении «следующий», но стоит в его транзитивном замыкании: цепь # - # - #.
relation	3	в объявленном графе есть ※ из C в D.
relation	3	в объявленном графе есть ※ из A в B.
relation	3	стоит ли пара (·) в транзитивном замыкании отношения «следующий»? пара (·) не стоит в отношении «следующий», но стоит в его транзитивном замыкании: цепь # - # - #.
relation	3	транзитивно ли отношение «та же чётность» на множестве {#, #, #, #}? на множестве {#, #, #, #} отношение «та же чётность» транзитивно: если a относится к b и b относится к c, то a относится к c.
relation	3	сравнимы ли ※ # и # в порядке «не ※»? в порядке «не ※» на множестве {#, #, #, #} ※ # стоит ниже ※ #.
relation	3	в дереве родов ※ ※ не содержит ※ measure: ※ measure лежит в узле ※.
relation	3	в дереве родов ※ ※ содержит ※ ※.
relation	3	транзитивно ли отношение «следующий» на множестве {#, #, #, #}? на множестве {#, #, #, #} отношение «следующий» не транзитивно: # относится к # и # относится к #, но # не относится к #.
relation	3	в дереве родов ※ ※ не содержит ※ solid: ※ solid лежит в узле body.
relation	3	транзитивно ли отношение «сосед» на множестве {#, #, #, #}? на множестве {#, #, #, #} отношение «сосед» не транзитивно: # относится к # и # относится к #, но # не относится к #.
relation	3	в дереве родов ※ ※ не содержит ※ liquid: ※ liquid лежит в узле body.
relation	2	в дереве родов ※ metal лежит в узле solid.
relation	2	в дереве родов ※ water лежит в узле liquid.
relation	2	в дереве родов ※ oil лежит в узле liquid.
relation	2	в дереве родов ※ iron лежит в узле metal.
relation	2	в дереве родов ※ tin лежит в узле metal.
relation	2	в дереве родов ※ body не содержит ※ ※: ※ ※ лежит в узле ※.
relation	2	в дереве родов ※ ※ лежит в узле solid.
relation	2	в объявленном графе нет ※ из C в A.
relation	2	в объявленном графе нет ※ из A в D.
relation	2	взаимно-однозначно ли соответствие «номер в обходе» на узлах ※ родов? соответствие «номер в обходе» на узлах ※ родов взаимно-однозначно: # ※ и # ※.
relation	2	взаимно-однозначно ли соответствие «квадрат» на множестве {#, #, #, #}? соответствие «квадрат» на множестве {#, #, #, #} взаимно-однозначно: # ※ и # ※.
relation	2	на каком уровне стоит ※ ※? уровень ※ ※ равен #.
relation	2	транзитивно ли отношение «равно» на множестве {#, #, #, #}? на множестве {#, #, #, #} отношение «равно» транзитивно: если a относится к b и b относится к c, то a относится к c.
relation	2	в дереве родов ※ solid лежит в узле ※.
relation	2	в дереве родов ※ ※ лежит в узле body.
relation	2	в дереве родов ※ oil лежит в узле body.
relation	2	в дереве родов ※ ※ содержит ※ chalk.
relation	2	в дереве родов ※ size лежит в узле ※.
relation	2	в дереве родов ※ ※ не содержит ※ ※: ※ ※ лежит в узле ※.
relation	2	в дереве родов ※ weight лежит в узле ※.
relation	2	в дереве родов ※ measure содержит ※ weight.
relation	2	в дереве родов ※ liquid лежит в узле ※.
relation	2	в дереве родов ※ metal лежит в узле body.
relation	2	в дереве родов ※ liquid содержит ※ oil.
relation	2	в дереве родов ※ metal содержит ※ tin.
relation	2	в дереве родов ※ water лежит в узле body.
relation	2	пара (·) не стоит в отношении «следующий», но стоит в его транзитивном замыкании: цепь # - # - # - #.
relation	2	в объявленном графе есть ※ из C в E.
relation	2	в объявленном графе есть ※ из A в C.
relation	2	сравнимы ли ※ # и # в порядке «делит»? в порядке «делит» на множестве {#, #, #, #, #, #, #} ※ # и # несравнимы: ни # не стоит ниже другого.
relation	2	взаимно-однозначно ли соответствие «имя по-русски» на узлах ※ родов? соответствие «имя по-русски» на узлах ※ родов взаимно-однозначно: # ※ и # ※.
